Position	Strand	Coverage_WT1	Coverage_WT2	Coverage_WT3	MethylPercent_WT1	MethylPercent_WT2	MethylPercent_WT3	Coverage_Mean	MethylPercent_Mean
4020723	Minus	62	80	71	0.9516	0.9875	0.9577	71	0.9656
4021541	Plus	54	59	64	0.9259	0.9322	0.9062	59	0.921433333
4021542	Minus	61	73	62	0.9836	1	0.9839	65.33333333	0.989166667
4021831	Plus	58	63	63	1	0.9524	0.9524	61.33333333	0.968266667
4021832	Minus	57	64	59	0.9474	1	1	60	0.982466667
4022036	Plus	59	72	65	0.9492	0.9167	0.9538	65.33333333	0.9399
4022037	Minus	55	64	67	1	0.9844	0.9552	62	0.979866667
4022050	Plus	59	68	65	1	0.9706	1	64	0.9902
4022051	Minus	57	66	67	0.9649	0.9394	0.9403	63.33333333	0.9482
4022516	Plus	56	72	60	0.9821	1	0.9667	62.66666667	0.982933333
4022517	Minus	53	66	69	1	0.9697	0.9855	62.66666667	0.985066667
4022817	Plus	52	68	59	1	0.9853	0.9492	59.66666667	0.978166667
4022818	Minus	50	69	66	0.96	0.9565	0.9848	61.66666667	0.9671
4022883	Plus	52	67	60	0.9615	1	1	59.66666667	0.987166667
4022884	Minus	49	66	65	0.9796	0.8939	0.9538	60	0.942433333
4022913	Plus	50	70	58	1	0.9857	0.9655	59.33333333	0.983733333
4022914	Minus	50	62	65	0.98	0.9839	0.9692	59	0.9777
4022949	Plus	51	67	57	0.9412	0.9552	0.9298	58.33333333	0.942066667
4022950	Minus	51	66	68	0.9608	0.9545	0.9853	61.66666667	0.966866667
4023393	Plus	45	69	61	0.9778	1	0.9672	58.33333333	0.981666667
4023394	Minus	54	70	68	0.9815	0.9857	0.9853	64	0.984166667
4024151	Plus	45	66	67	1	0.9848	0.9701	59.33333333	0.984966667
4024152	Minus	47	78	61	0.9574	0.9744	0.9836	62	0.9718
4024185	Plus	44	71	67	1	0.9718	1	60.66666667	0.9906
4024186	Minus	47	79	61	1	0.9494	0.9836	62.33333333	0.977666667
4024504	Plus	42	70	62	1	0.9429	0.9677	58	0.9702
4024505	Minus	49	80	66	0.9184	0.9625	0.9394	65	0.9401
4024724	Plus	41	72	62	0.9756	0.9444	0.9516	58.33333333	0.9572
4024725	Minus	49	76	59	0.8776	0.9868	0.9661	61.33333333	0.9435
4025076	Plus	37	74	60	0.973	1	1	57	0.991
4025077	Minus	54	77	63	1	0.9351	0.9683	64.66666667	0.9678
4025409	Plus	34	76	60	0.9706	0.9211	0.9667	56.66666667	0.9528
4025410	Minus	54	76	61	0.9815	1	0.9836	63.66666667	0.988366667
4025658	Plus	34	73	60	0.9412	0.863	0.95	55.66666667	0.918066667
4025659	Minus	56	78	56	0.9821	0.9744	0.9821	63.33333333	0.979533333
4025772	Plus	34	77	56	0.9706	0.974	0.9643	55.66666667	0.969633333
4025773	Minus	58	74	56	0.9655	0.9189	1	62.66666667	0.961466667
4026182	Plus	35	75	52	1	1	0.9808	54	0.9936
4026183	Minus	52	78	57	1	0.9615	0.9649	62.33333333	0.975466667
4026408	Plus	39	70	53	0.8718	0.9429	0.9811	54	0.931933333
4026409	Minus	52	75	59	0.9231	0.9333	0.8814	62	0.9126
4026509	Plus	43	72	55	1	0.9861	0.9818	56.66666667	0.9893
4026510	Minus	50	75	64	1	1	0.9844	63	0.9948
4026777	Plus	45	74	56	0.9778	0.9459	0.9464	58.33333333	0.9567
4026778	Minus	47	76	59	0.9362	1	0.9831	60.66666667	0.9731
4026969	Plus	47	70	51	0.9787	0.9571	0.9804	56	0.972066667
4026970	Minus	45	74	57	0.9778	1	0.9649	58.66666667	0.9809
4027092	Plus	47	71	56	0.9574	1	0.9464	58	0.967933333
4027093	Minus	45	75	61	1	1	0.9344	60.33333333	0.978133333
4027161	Plus	44	71	57	0.9545	0.9577	0.9298	57.33333333	0.947333333
4027162	Minus	42	76	64	0.9524	0.9737	0.9375	60.66666667	0.954533333
4027194	Plus	48	72	60	0.9583	0.9722	0.9667	60	0.965733333
4027195	Minus	42	76	65	0.9524	0.9737	0.8615	61	0.9292
4027297	Plus	48	75	58	0.9792	0.9333	0.9828	60.33333333	0.9651
4027298	Minus	44	69	61	0.8864	0.9565	0.9344	58	0.925766667
4027565	Plus	53	71	54	0.9245	0.9437	0.9259	59.33333333	0.931366667
4027566	Minus	44	76	60	0.9545	0.9605	0.95	60	0.955
4027757	Plus	53	70	57	0.9811	0.9571	1	60	0.9794
4027758	Minus	48	73	56	0.9792	0.9589	0.9821	59	0.9734
4027778	Plus	53	73	56	0.9623	0.9589	0.9286	60.66666667	0.949933333
4027779	Minus	47	71	59	0.9787	0.9577	0.9322	59	0.9562
4027810	Plus	55	70	58	1	0.9857	0.9655	61	0.983733333
4027811	Minus	45	74	57	1	0.973	0.9474	58.66666667	0.973466667
4027829	Plus	55	73	56	1	0.9726	0.9821	61.33333333	0.9849
4027830	Minus	46	68	56	0.8913	0.9706	0.9643	56.66666667	0.942066667
4028092	Plus	54	74	61	0.9815	0.9865	1	63	0.989333333
4028093	Minus	47	71	55	1	0.9859	1	57.66666667	0.9953
4028459	Plus	51	69	60	0.9804	0.9565	1	60	0.978966667
4028460	Minus	47	67	48	0.9574	0.9851	0.9792	54	0.9739
4028686	Plus	53	74	65	0.9434	1	0.9538	64	0.965733333
4028687	Minus	45	69	55	1	0.9855	0.9818	56.33333333	0.9891
4029074	Plus	57	75	65	1	0.9867	1	65.66666667	0.995566667
4029075	Minus	48	65	51	1	0.9846	0.9412	54.66666667	0.975266667
4029404	Plus	56	77	65	0.9821	0.974	1	66	0.985366667
4029405	Minus	50	66	52	0.98	0.9848	0.9423	56	0.969033333
4029839	Plus	52	65	70	0.9231	0.9538	0.9571	62.33333333	0.944666667
4029840	Minus	48	67	53	0.9583	0.9552	0.9623	56	0.9586
4029866	Plus	54	70	70	0.9444	0.9286	0.9857	64.66666667	0.9529
4029867	Minus	47	66	53	0.9149	0.9545	0.9434	55.33333333	0.9376
4030084	Plus	53	75	70	0.9811	0.9333	0.9857	66	0.9667
4030085	Minus	49	68	55	1	0.9559	0.9455	57.33333333	0.967133333
4030444	Plus	56	70	72	0.9643	0.9714	0.9861	66	0.973933333
4030445	Minus	50	68	57	0.96	0.9706	1	58.33333333	0.976866667
4030576	Plus	54	69	72	0.9815	0.9565	0.9722	65	0.970066667
4030577	Minus	49	71	56	0.9388	0.9577	0.9464	58.66666667	0.947633333
4030672	Plus	51	68	68	0.8627	0.7941	0.9118	62.33333333	0.8562
4030673	Minus	46	70	59	0.913	0.9714	0.9831	58.33333333	0.955833333
4030819	Plus	54	67	67	0.9815	0.9403	0.9104	62.66666667	0.944066667
4030820	Minus	45	73	56	0.9778	0.9726	0.9464	58	0.9656
4030997	Plus	53	65	69	0.9623	0.8923	0.913	62.33333333	0.922533333
4030998	Minus	45	70	58	0.8	0.9571	0.931	57.66666667	0.896033333
4031072	Plus	50	66	61	0.9	0.8636	0.9344	59	0.899333333
4031073	Minus	46	72	55	0.9348	0.8889	0.9636	57.66666667	0.9291
4031077	Plus	52	61	65	0.9231	0.8525	0.9538	59.33333333	0.9098
4031078	Minus	44	73	59	0.9318	0.9589	0.9492	58.66666667	0.946633333
4031294	Plus	53	72	69	1	0.9306	0.9565	64.66666667	0.962366667
4031295	Minus	44	70	60	0.9545	0.9857	0.9833	58	0.9745
4031479	Plus	53	71	65	1	1	1	63	1
4031480	Minus	42	71	57	0.9524	0.9718	1	56.66666667	0.974733333
4032013	Plus	52	59	62	0.9808	0.9831	0.9516	57.66666667	0.971833333
4032014	Minus	43	71	61	0.9767	0.9296	0.9672	58.33333333	0.957833333
4032140	Plus	49	62	64	0.8571	0.9355	0.8906	58.33333333	0.8944
4032141	Minus	40	68	59	0.95	0.9412	0.9831	55.66666667	0.9581
4032442	Plus	53	70	66	0.9811	0.9286	1	63	0.9699
4032443	Minus	37	69	63	0.9459	0.942	0.9683	56.33333333	0.952066667
4032476	Plus	54	72	67	0.9815	0.9444	0.9851	64.33333333	0.970333333
4032477	Minus	38	69	67	0.9737	0.9855	1	58	0.9864
4032540	Plus	52	71	65	0.9423	0.9296	0.9538	62.66666667	0.9419
4032541	Minus	33	68	61	0.9394	0.9853	0.9672	54	0.963966667
4033568	Plus	48	70	65	0.9792	0.9857	0.9692	61	0.978033333
4033569	Minus	39	70	65	0.9744	0.9571	1	58	0.977166667
4033886	Plus	47	73	63	0.9787	0.9178	0.9841	61	0.9602
4033887	Minus	37	69	70	0.9189	0.9565	0.9857	58.66666667	0.9537
4033956	Plus	48	73	66	0.9583	0.9726	0.9848	62.33333333	0.9719
4033957	Minus	36	69	68	0.9167	0.9855	0.9853	57.66666667	0.9625
4034213	Plus	48	71	65	0.9792	0.9859	0.9385	61.33333333	0.967866667
4034214	Minus	40	70	71	1	0.9857	0.9296	60.33333333	0.971766667
4034513	Plus	39	67	64	0.9231	0.9104	0.9062	56.66666667	0.913233333
4034514	Minus	37	65	67	0.973	0.9846	0.9851	56.33333333	0.9809
4034695	Plus	45	67	70	0.9556	0.9403	0.9571	60.66666667	0.951
4034696	Minus	40	66	65	0.975	0.9394	0.8462	57	0.9202
4034957	Plus	48	71	71	1	0.9577	1	63.33333333	0.9859
4034958	Minus	40	64	63	0.825	0.7969	0.873	55.66666667	0.831633333
4035022	Plus	48	75	72	1	0.96	0.9722	65	0.9774
4035023	Minus	45	67	65	1	0.9403	0.9231	59	0.954466667
4035546	Plus	37	67	64	0.8108	0.8806	0.8906	56	0.860666667
4035547	Minus	42	63	63	0.9048	0.9048	0.9524	56	0.920666667
4035812	Plus	42	58	61	0.7381	0.6897	0.5902	53.66666667	0.672666667
4035813	Minus	43	51	64	0.7907	0.8627	0.875	52.66666667	0.8428
4036236	Plus	42	67	66	0.8571	0.9104	0.9091	58.33333333	0.8922
4036237	Minus	48	61	69	0.9167	0.9016	0.913	59.33333333	0.910433333
4036887	Plus	43	66	68	0.907	0.9242	0.9412	59	0.924133333
4036888	Minus	48	61	70	0.9792	0.9508	0.9857	59.66666667	0.9719
4037061	Plus	36	61	58	0.7222	0.5902	0.6207	51.66666667	0.644366667
4037062	Minus	44	55	67	0.7727	0.6909	0.6269	55.33333333	0.696833333
4037317	Plus	34	54	56	0.3824	0.4815	0.25	48	0.3713
4037318	Minus	45	59	68	0.9111	0.7966	0.8382	57.33333333	0.848633333
4037417	Plus	41	61	61	0.9268	0.8689	0.8197	54.33333333	0.8718
4037418	Minus	47	59	69	0.9149	0.9492	0.913	58.33333333	0.9257
4038203	Plus	41	60	65	0.8293	0.85	0.8462	55.33333333	0.841833333
4038204	Minus	37	52	68	0.8108	0.8269	0.8382	52.33333333	0.8253
4039404	Plus	42	69	74	0.9524	0.942	0.9459	61.66666667	0.946766667
4039405	Minus	43	65	73	1	0.9692	0.9315	60.33333333	0.9669
4039911	Plus	42	71	72	1	1	0.9861	61.66666667	0.995366667
4039912	Minus	43	61	65	1	0.9672	1	56.33333333	0.989066667
4041090	Plus	41	69	65	0.9268	0.8841	0.8923	58.33333333	0.901066667
4041091	Minus	51	58	73	0.9804	0.931	0.8904	60.66666667	0.933933333
4041167	Plus	37	68	58	0.8649	0.8529	0.8448	54.33333333	0.8542
4041168	Minus	47	54	77	0.9149	0.9259	0.8961	59.33333333	0.9123
4041327	Plus	39	74	58	0.9744	0.9324	0.9483	57	0.9517
4041328	Minus	53	55	78	0.9811	0.9636	0.9744	62	0.973033333
4041351	Plus	41	72	63	1	0.9861	0.9841	58.66666667	0.990066667
4041352	Minus	51	55	81	0.9804	0.9273	0.9506	62.33333333	0.952766667
4041481	Plus	41	77	65	1	0.974	0.9692	61	0.981066667
4041482	Minus	53	57	86	0.9623	0.9649	0.9651	65.33333333	0.9641
4041607	Plus	38	78	67	0.9474	0.9744	0.9851	61	0.968966667
4041608	Minus	54	57	81	0.963	0.9123	0.9753	64	0.9502
4042219	Plus	49	79	67	0.9592	0.962	1	65	0.973733333
4042220	Minus	48	52	74	0.8958	0.9423	0.9324	58	0.9235
4042261	Plus	51	80	67	0.9804	0.975	0.9403	66	0.965233333
4042262	Minus	53	56	77	0.9623	0.9286	0.987	62	0.9593
4042487	Plus	52	81	64	0.9423	0.963	0.9688	65.66666667	0.958033333
4042488	Minus	49	54	73	0.7959	0.9444	0.9589	58.66666667	0.899733333
4042557	Plus	50	76	58	0.9	0.9737	0.931	61.33333333	0.9349
4042558	Minus	50	56	74	0.92	0.9821	0.973	60	0.958366667
4042608	Plus	52	72	62	0.9423	0.8889	0.9839	62	0.938366667
4042609	Minus	51	55	77	0.9608	0.9818	0.987	61	0.976533333
4042773	Plus	55	79	61	0.9636	0.9873	0.9836	65	0.978166667
4042774	Minus	51	54	81	0.9804	0.8889	0.963	62	0.9441
4043064	Plus	52	77	60	0.9615	0.974	1	63	0.9785
4043065	Minus	51	54	79	1	0.9815	0.962	61.33333333	0.981166667
4043274	Plus	54	79	65	0.963	0.9747	1	66	0.979233333
4043275	Minus	53	51	74	0.9245	0.9804	0.9865	59.33333333	0.9638
4043415	Plus	53	81	66	0.9245	0.8889	0.9394	66.66666667	0.9176
4043416	Minus	47	47	68	0.8511	0.7872	0.9118	54	0.850033333
4043686	Plus	43	76	58	0.7907	0.7632	0.7931	59	0.782333333
4043687	Minus	51	58	61	0.9412	0.9138	0.9836	56.66666667	0.9462
4044437	Plus	54	83	63	0.8148	0.8795	0.873	66.66666667	0.855766667
4044438	Minus	57	54	69	0.9649	0.963	0.9275	60	0.9518
4044965	Plus	52	79	63	0.9038	0.9747	0.9841	64.66666667	0.9542
4044966	Minus	56	57	61	0.9286	0.9298	1	58	0.9528
4045082	Plus	53	79	62	0.9811	0.9241	0.9516	64.66666667	0.952266667
4045083	Minus	54	55	64	0.963	0.8909	0.9531	57.66666667	0.935666667
4046493	Plus	47	69	74	0.9574	0.9855	0.9459	63.33333333	0.962933333
4046494	Minus	49	60	58	0.9592	0.9	0.8966	55.66666667	0.9186
4046666	Plus	45	63	68	0.7778	0.9206	0.8824	58.66666667	0.860266667
4046667	Minus	43	60	64	0.9767	0.8833	0.9219	55.66666667	0.9273
4046859	Plus	44	64	69	0.7955	0.8906	0.913	59	0.866366667
4046860	Minus	47	62	69	0.9787	0.9839	0.971	59.33333333	0.977866667
4046868	Plus	44	70	71	0.7727	0.8571	0.8873	61.66666667	0.839033333
4046869	Minus	46	58	63	0.8261	0.8793	0.873	55.66666667	0.859466667
4046975	Plus	49	69	71	0.8776	0.942	0.9014	63	0.907
4046976	Minus	46	59	67	0.913	0.8475	0.9403	57.33333333	0.900266667
4047113	Plus	48	71	77	0.9583	1	0.961	65.33333333	0.9731
4047114	Minus	50	61	72	0.96	0.9508	0.9583	61	0.956366667
4047225	Plus	53	71	78	0.9811	0.9859	1	67.33333333	0.989
4047226	Minus	49	61	70	0.9592	1	0.9857	60	0.981633333
4047365	Plus	52	68	79	0.9231	0.9706	0.962	66.33333333	0.9519
4047366	Minus	48	60	67	0.9792	0.9667	0.9552	58.33333333	0.967033333
4047491	Plus	54	68	78	0.963	0.9559	0.9487	66.66666667	0.955866667
4047492	Minus	48	58	69	1	1	1	58.33333333	1
4048146	Plus	54	70	78	0.9815	0.9714	0.9615	67.33333333	0.971466667
4048147	Minus	50	60	77	0.98	1	1	62.33333333	0.993333333
4048236	Plus	53	72	81	0.9623	1	0.963	68.66666667	0.9751
4048237	Minus	48	56	70	0.9792	0.9464	0.9857	58	0.970433333
4048509	Plus	50	71	77	0.96	0.9718	0.9481	66	0.959966667
4048510	Minus	46	58	65	0.9783	1	0.9846	56.33333333	0.987633333
4048604	Plus	53	70	73	0.9434	0.9571	0.9452	65.33333333	0.948566667
4048605	Minus	46	60	68	0.9348	0.9667	0.9853	58	0.962266667
4048608	Plus	55	69	73	0.9818	1	0.9726	65.66666667	0.9848
4048609	Minus	47	60	69	0.9787	0.9833	0.971	58.66666667	0.977666667
4048907	Plus	57	75	73	1	0.9733	0.9726	68.33333333	0.981966667
4048908	Minus	46	62	73	0.9565	0.9516	0.9589	60.33333333	0.955666667
4048983	Plus	57	74	74	0.9649	0.973	1	68.33333333	0.9793
4048984	Minus	48	65	71	1	1	1	61.33333333	1
4049243	Plus	59	76	74	0.9153	0.9737	0.973	69.66666667	0.954
4049244	Minus	50	65	73	0.94	0.9538	0.9452	62.66666667	0.946333333
4049594	Plus	53	78	69	0.9434	0.9872	0.9855	66.66666667	0.972033333
4049595	Minus	50	67	75	1	0.9552	0.96	64	0.971733333
4049739	Plus	53	69	74	0.9057	0.8841	0.8919	65.33333333	0.8939
4049740	Minus	46	68	66	0.8043	0.8529	0.7727	60	0.809966667
4050024	Plus	55	73	68	0.9091	0.9452	0.9559	65.33333333	0.936733333
4050025	Minus	47	61	65	0.9574	0.9344	0.9538	57.66666667	0.948533333
4050388	Plus	56	68	69	0.9464	0.9559	0.971	64.33333333	0.957766667
4050389	Minus	48	68	79	1	0.9853	0.9747	65	0.986666667
4051420	Plus	60	64	63	0.9833	0.9844	0.9841	62.33333333	0.983933333
4051421	Minus	53	57	79	0.9623	0.9825	0.9747	63	0.973166667
4051435	Plus	59	64	63	0.9831	0.9531	1	62	0.978733333
4051436	Minus	52	58	77	0.9423	0.9655	0.961	62.33333333	0.956266667
4051534	Plus	58	62	64	1	0.9516	0.9531	61.33333333	0.968233333
4051535	Minus	55	60	73	0.8909	0.9	0.9726	62.66666667	0.921166667
4051747	Plus	57	61	61	0.9649	1	0.9836	59.66666667	0.982833333
4051748	Minus	54	57	75	0.963	0.9649	1	62	0.975966667
4052070	Plus	59	63	59	0.9492	1	1	60.33333333	0.983066667
4052071	Minus	54	51	72	0.9815	1	0.9861	59	0.9892
4052081	Plus	59	62	58	0.9831	1	0.9655	59.66666667	0.982866667
4052082	Minus	53	53	71	1	0.9623	0.9718	59	0.978033333
4052292	Plus	60	60	58	0.9667	0.9833	1	59.33333333	0.983333333
4052293	Minus	54	51	67	0.963	1	0.9701	57.33333333	0.9777
4052474	Plus	58	65	57	0.931	0.9692	1	60	0.966733333
4052475	Minus	56	51	72	0.9643	1	0.9722	59.66666667	0.978833333
4052484	Plus	60	65	56	0.9667	1	0.9643	60.33333333	0.977
4052485	Minus	56	52	69	0.9643	1	0.9855	59	0.983266667
4052514	Plus	56	65	59	0.8929	0.9231	0.9322	60	0.916066667
4052515	Minus	57	52	71	0.9825	1	1	60	0.994166667
4052748	Plus	59	68	60	0.9492	0.9412	0.9667	62.33333333	0.952366667
4052749	Minus	60	57	68	0.9833	0.9474	0.9853	61.66666667	0.972
4052907	Plus	60	70	60	0.9833	0.9857	0.9667	63.33333333	0.978566667
4052908	Minus	60	53	68	0.9833	1	0.9706	60.33333333	0.984633333
4053003	Plus	61	65	58	0.9344	0.9692	1	61.33333333	0.967866667
4053004	Minus	56	54	65	0.9107	0.9444	0.9231	58.33333333	0.926066667
4053252	Plus	55	67	59	0.9455	0.9701	0.9831	60.33333333	0.966233333
4053253	Minus	53	49	69	0.8868	0.9184	0.8986	57	0.901266667
4053341	Plus	55	66	60	0.9636	1	0.9833	60.33333333	0.9823
4053342	Minus	55	50	67	0.9818	0.94	0.9552	57.33333333	0.959
4053785	Plus	52	65	60	1	0.9385	0.9667	59	0.9684
4053786	Minus	48	48	66	0.9375	0.9583	0.9545	54	0.9501
4054391	Plus	52	68	61	0.9231	0.9412	0.9836	60.33333333	0.9493
4054392	Minus	55	51	65	1	0.9608	0.9692	57	0.976666667
4054665	Plus	57	68	62	0.9649	1	0.9677	62.33333333	0.977533333
4054666	Minus	56	54	68	0.9821	0.9815	0.9706	59.33333333	0.978066667
4055021	Plus	53	64	59	0.9623	1	0.9831	58.66666667	0.9818
4055022	Minus	51	55	65	0.9412	0.8909	0.9692	57	0.933766667
4055368	Plus	52	64	53	0.9615	0.9688	0.9434	56.33333333	0.9579
4055369	Minus	52	60	74	0.9808	0.9333	0.9865	62	0.966866667
4055632	Plus	52	67	55	0.9615	1	0.9455	58	0.969
4055633	Minus	60	58	72	0.9833	0.9828	0.9444	63.33333333	0.970166667
4055665	Plus	53	69	56	0.9811	0.9855	0.9643	59.33333333	0.976966667
4055666	Minus	59	58	71	0.9492	0.9655	0.9577	62.66666667	0.957466667
4056029	Plus	53	73	61	0.9623	1	0.9836	62.33333333	0.981966667
4056030	Minus	57	61	79	0.9649	0.9672	0.9873	65.66666667	0.973133333
4056254	Plus	50	74	61	0.96	1	0.9836	61.66666667	0.9812
4056255	Minus	54	60	79	1	0.9	0.9747	64.33333333	0.958233333
4056305	Plus	50	75	59	0.88	0.92	0.9661	61.33333333	0.922033333
4056306	Minus	50	62	76	0.86	0.9516	0.9342	62.66666667	0.915266667
4056574	Plus	48	75	62	0.9583	0.9867	0.9032	61.66666667	0.9494
4056575	Minus	56	64	75	0.9643	0.9531	1	65	0.972466667
4056766	Plus	47	75	58	0.9574	0.9733	0.931	60	0.9539
4056767	Minus	55	57	78	0.9636	0.9649	0.9615	63.33333333	0.963333333
4056812	Plus	48	79	64	0.9792	0.9494	0.9531	63.66666667	0.960566667
4056813	Minus	52	57	75	0.9423	0.9298	0.9733	61.33333333	0.948466667
4056875	Plus	51	79	66	0.9804	0.9747	0.9394	65.33333333	0.964833333
4056876	Minus	49	56	73	0.898	0.9286	0.9315	59.33333333	0.919366667
4056946	Plus	51	80	66	1	0.95	0.9697	65.66666667	0.973233333
4056947	Minus	56	64	80	0.9643	0.9688	0.975	66.66666667	0.969366667
4057322	Plus	46	78	62	0.8913	0.9103	0.871	62	0.890866667
4057323	Minus	49	62	77	0.9388	0.9677	0.9221	62.66666667	0.942866667
4057608	Plus	44	74	71	0.9773	0.9865	0.9577	63	0.973833333
4057609	Minus	49	56	79	0.9184	0.9821	1	61.33333333	0.966833333
4058295	Plus	45	69	71	0.8222	0.913	0.8592	61.66666667	0.8648
4058296	Minus	38	53	60	0.7632	0.8679	0.8833	50.33333333	0.838133333
4058340	Plus	45	76	76	0.9333	0.9605	0.9474	65.66666667	0.947066667
4058341	Minus	42	59	69	0.9286	0.9322	0.9565	56.66666667	0.9391
4058410	Plus	44	72	73	0.9318	1	0.9863	63	0.9727
4058411	Minus	46	57	72	0.9348	0.9474	0.9444	58.33333333	0.9422
4058831	Plus	47	72	76	1	0.9861	1	65	0.995366667
4058832	Minus	41	71	79	1	0.9859	0.962	63.66666667	0.982633333
4058843	Plus	51	74	77	0.9804	0.9459	0.9481	67.33333333	0.958133333
4058844	Minus	42	69	79	1	0.971	0.9494	63.33333333	0.973466667
4058890	Plus	51	74	76	0.9608	0.973	0.9474	67	0.9604
4058891	Minus	42	71	79	1	0.9718	0.9873	64	0.986366667
4059203	Plus	48	74	74	0.9583	0.973	0.973	65.33333333	0.9681
4059204	Minus	46	72	81	0.9783	0.9722	0.9753	66.33333333	0.975266667
4059232	Plus	49	73	73	0.9796	0.9863	0.9589	65	0.974933333
4059233	Minus	44	70	79	0.9773	0.9857	0.9747	64.33333333	0.979233333
4059397	Plus	48	72	72	0.9375	0.9861	0.9861	64	0.9699
4059398	Minus	43	71	76	0.907	0.9859	1	63.33333333	0.9643
4059404	Plus	48	71	71	0.9583	0.9859	1	63.33333333	0.9814
4059405	Minus	45	72	76	0.9778	0.9722	0.9737	64.33333333	0.974566667
4059514	Plus	49	71	77	0.9796	1	0.961	65.66666667	0.9802
4059515	Minus	40	71	79	0.85	0.9718	0.9747	63.33333333	0.932166667
4059733	Plus	44	74	72	0.9545	0.9865	0.9722	63.33333333	0.971066667
4059734	Minus	50	72	81	1	0.9444	0.9753	67.66666667	0.973233333
4059871	Plus	42	75	73	0.9762	0.96	1	63.33333333	0.978733333
4059872	Minus	48	70	79	0.9583	0.9857	0.9747	65.66666667	0.9729
4059923	Plus	45	76	74	0.9778	0.9737	0.9865	65	0.979333333
4059924	Minus	48	67	77	0.9583	0.9851	0.974	64	0.972466667
4060193	Plus	45	76	77	0.9778	0.9605	0.987	66	0.9751
4060194	Minus	47	65	73	0.9362	0.9538	0.9589	61.66666667	0.949633333
4060493	Plus	46	71	70	0.9348	0.9437	0.9	62.33333333	0.926166667
4060494	Minus	49	71	73	0.9796	0.9577	0.9589	64.33333333	0.9654
4060637	Plus	47	71	77	0.9362	1	0.974	65	0.970066667
4060638	Minus	48	71	75	0.9792	0.9577	0.96	64.66666667	0.965633333
4061056	Plus	49	65	71	0.9592	0.9538	0.9718	61.66666667	0.9616
4061057	Minus	50	62	68	0.96	0.9677	0.9265	60	0.9514
4061612	Plus	50	71	77	0.96	0.9859	0.974	66	0.9733
4061613	Minus	52	64	75	1	0.9688	0.9467	63.66666667	0.971833333
4061711	Plus	50	71	78	0.9	1	0.9359	66.33333333	0.9453
4061712	Minus	51	64	75	1	0.9219	0.9467	63.33333333	0.9562
4061792	Plus	49	75	74	0.9388	0.9867	0.973	66	0.966166667
4061793	Minus	49	69	74	0.9796	0.971	0.9595	64	0.970033333
4061987	Plus	48	72	77	0.9167	0.9444	0.987	65.66666667	0.949366667
4061988	Minus	50	68	73	1	0.9853	0.9863	63.66666667	0.990533333
4063090	Plus	48	71	84	0.8542	0.9296	0.9286	67.66666667	0.904133333
4063091	Minus	56	64	70	0.9643	0.9062	0.9571	63.33333333	0.942533333
4063631	Plus	59	70	87	0.9831	0.9857	1	72	0.9896
4063632	Minus	45	67	75	0.9778	0.9701	0.96	62.33333333	0.9693
4063750	Plus	49	66	74	0.8571	0.9091	0.9459	63	0.904033333
4063751	Minus	47	60	78	0.7234	0.9	0.8333	61.66666667	0.8189
4064191	Plus	55	70	81	0.9636	0.9571	0.9383	68.66666667	0.953
4064192	Minus	45	61	74	0.9556	0.918	0.973	60	0.948866667
4065345	Plus	54	72	71	0.963	0.9722	0.9437	65.66666667	0.959633333
4065346	Minus	46	62	66	0.913	0.9516	0.9848	58	0.9498
4065933	Plus	54	61	58	0.8889	0.918	0.931	57.66666667	0.912633333
4065934	Minus	44	62	64	0.9318	0.9194	0.9688	56.66666667	0.94
4066232	Plus	54	65	58	0.9074	0.9231	0.931	59	0.9205
4066233	Minus	46	64	76	0.9565	0.9844	0.9737	62	0.971533333
4066370	Plus	53	64	56	0.9811	0.9219	0.9643	57.66666667	0.955766667
4066371	Minus	41	61	72	0.9268	0.9016	0.9722	58	0.933533333
4066572	Plus	57	59	54	0.9474	0.9831	0.9259	56.66666667	0.952133333
4066573	Minus	43	65	75	0.9767	1	0.9733	61	0.983333333
4066881	Plus	58	66	51	0.9655	0.9697	0.9804	58.33333333	0.971866667
4066882	Minus	40	58	75	0.95	0.9655	1	57.66666667	0.971833333
4066947	Plus	56	64	50	0.9464	0.9219	0.92	56.66666667	0.929433333
4066948	Minus	42	64	78	0.9524	0.9844	0.9872	61.33333333	0.974666667
4067171	Plus	57	64	48	1	0.9219	0.9583	56.33333333	0.960066667
4067172	Minus	41	62	84	0.9756	0.9516	0.9643	62.33333333	0.963833333
4067928	Plus	61	60	50	0.9672	0.9	0.94	57	0.935733333
4067929	Minus	47	58	81	0.9787	1	0.9383	62	0.972333333
4068108	Plus	63	61	49	0.9365	1	0.9388	57.66666667	0.958433333
4068109	Minus	50	59	76	0.98	1	1	61.66666667	0.993333333
4068149	Plus	57	62	49	0.9825	0.9677	0.9592	56	0.9698
4068150	Minus	48	56	75	0.8958	0.9821	0.9467	59.66666667	0.941533333
4068248	Plus	56	63	47	0.9643	0.9524	0.9787	55.33333333	0.965133333
4068249	Minus	46	58	76	0.9348	0.9828	0.9342	60	0.9506
4068857	Plus	52	61	54	0.9231	0.9672	0.9444	55.66666667	0.9449
4068858	Minus	48	60	78	0.9583	0.9667	1	62	0.975
4068980	Plus	52	63	51	0.9808	0.9841	0.9804	55.33333333	0.981766667
4068981	Minus	51	58	77	0.9608	0.9828	0.9351	62	0.959566667
4069643	Plus	55	64	52	0.8727	0.8594	0.9038	57	0.878633333
